file	enclosing_function	callee
unit_tests\test_CommandHandler_entry_smoke.m	deleteIfExists	delete
unit_tests\test_CommandLoader.m	locateFixture	fileparts
unit_tests\test_CommandLoader.m	locateFixture	mfilename
unit_tests\test_CommandLoader.m	locateFixture	fullfile
unit_tests\test_CommandLoader.m	test_loadCommands_returns_cell_array	iscell
unit_tests\test_CommandLoader.m	test_loadCommands_correct_count	numel
unit_tests\test_CommandLoader.m	test_loadCommands_sorted_ascending	cellfun
unit_tests\test_CommandLoader.m	test_loadCommands_sorted_ascending	all
unit_tests\test_CommandLoader.m	test_loadCommands_sorted_ascending	diff
unit_tests\test_CommandLoader.m	test_loadCommands_submodule_populated	numel
unit_tests\test_CommandLoader.m	test_loadCommands_submodule_populated	strcmp
unit_tests\test_CommandLoader.m	test_loadCommands_all_satellite_command_present	false
unit_tests\test_CommandLoader.m	test_loadCommands_all_satellite_command_present	numel
unit_tests\test_CommandLoader.m	test_loadCommands_all_satellite_command_present	strcmp
unit_tests\test_CommandLoader.m	test_loadCommands_all_satellite_command_present	true
unit_tests\test_CommandLoader.m	test_loadCommands_empty_commands_array	tempname
unit_tests\test_CommandLoader.m	test_loadCommands_empty_commands_array	fopen
unit_tests\test_CommandLoader.m	test_loadCommands_empty_commands_array	fwrite
unit_tests\test_CommandLoader.m	test_loadCommands_empty_commands_array	fclose
unit_tests\test_CommandLoader.m	test_loadCommands_empty_commands_array	delete
unit_tests\test_CommandLoader.m	test_loadCommands_empty_commands_array	iscell
unit_tests\test_CommandLoader.m	test_validateCommandFile_missing_commands_field_errors	struct
unit_tests\test_CommandLoader.m	test_validateCommandFile_top_level_array_passes	repmat
unit_tests\test_CommandLoader.m	test_validateCommandFile_top_level_array_passes	struct
unit_tests\test_CommandLoader.m	test_parseCommand_valid_raw	struct
unit_tests\test_CommandLoader.m	test_sortByTime_unsorted_input	struct
unit_tests\test_CommandLoader.m	test_sortByTime_single_element	struct
unit_tests\test_CommandLoader.m	test_sortByTime_single_element	numel
unit_tests\test_CommandLoader.m	test_sortByTime_equal_times_preserved	struct
unit_tests\test_CommandLoader.m	test_sortByTime_equal_times_preserved	numel
unit_tests\test_CommandSelector.m	test_selectCommands_returns_four_cell_arrays	iscell
unit_tests\test_CommandSelector.m	test_matchesTime_at_t_boundary	struct
unit_tests\test_CommandSelector.m	test_matchesTime_inside_window	struct
unit_tests\test_CommandSelector.m	test_matchesTime_at_upper_boundary_excluded	struct
unit_tests\test_CommandSelector.m	test_matchesTime_before_window	struct
unit_tests\test_CommandSelector.m	test_matchesTime_well_after_window	struct
unit_tests\test_CommandSelector.m	test_matchesTime_toleratesFloatingPointAccumulation	struct
unit_tests\test_CommandSelector.m	test_matchesSatellite_specific_match	struct
unit_tests\test_CommandSelector.m	test_matchesSatellite_specific_no_match	struct
unit_tests\test_CommandSelector.m	test_matchesSatellite_all_matches_any	struct
unit_tests\test_CommandSelector.m	test_categorize_routes_env	struct
unit_tests\test_CommandSelector.m	test_categorize_routes_env	numel
unit_tests\test_CommandSelector.m	test_categorize_routes_sensor	struct
unit_tests\test_CommandSelector.m	test_categorize_routes_sensor	numel
unit_tests\test_CommandSelector.m	test_categorize_routes_fsw	struct
unit_tests\test_CommandSelector.m	test_categorize_routes_fsw	numel
unit_tests\test_CommandSelector.m	test_categorize_routes_subsystem	struct
unit_tests\test_CommandSelector.m	test_categorize_routes_subsystem	numel
unit_tests\test_CommandSelector.m	test_categorize_mixed_commands	struct
unit_tests\test_CommandSelector.m	test_categorize_mixed_commands	numel
unit_tests\test_CommandSelector.m	test_categorize_unknown_module_dropped	struct
unit_tests\test_CommandSelector.m	test_categorize_unknown_module_dropped	numel
unit_tests\test_CommandSelector.m	test_selectCommands_filters_by_time	struct
unit_tests\test_CommandSelector.m	test_selectCommands_filters_by_time	numel
unit_tests\test_CommandSelector.m	test_selectCommands_filters_by_satellite	struct
unit_tests\test_CommandSelector.m	test_selectCommands_filters_by_satellite	numel
unit_tests\test_CommandSelector.m	test_selectCommands_all_satellite_reaches_any_sat	struct
unit_tests\test_CommandSelector.m	test_selectCommands_all_satellite_reaches_any_sat	numel
unit_tests\test_CommandSelector.m	test_selectCommands_multiple_cmds_same_timestep	struct
unit_tests\test_CommandSelector.m	test_selectCommands_multiple_cmds_same_timestep	numel
unit_tests\test_CommandSelector.m	test_selectCommands_no_match_returns_empty_buckets	struct
unit_tests\test_CommandSelector.m	test_selectCommands_rejects_invalid_time	NaN
unit_tests\test_ConfigLoader.m	setupTest	tempname
unit_tests\test_ConfigLoader.m	setupTest	mkdir
unit_tests\test_ConfigLoader.m	teardownTest	exist
unit_tests\test_ConfigLoader.m	teardownTest	rmdir
unit_tests\test_ConfigLoader.m	testLoadConfigAcceptsCanonicalAngularVelocityBody	localLoadCanonicalTestConfig
unit_tests\test_ConfigLoader.m	testLoadConfigAcceptsCanonicalAngularVelocityBody	isfield
unit_tests\test_ConfigLoader.m	testRejectsLegacyAngularVelocityField	rmfield
unit_tests\test_ConfigLoader.m	testRejectsMissingInitialThermalState	rmfield
unit_tests\test_ConfigLoader.m	testRejectsGlobalSubsystemSection	struct
unit_tests\test_ConfigLoader.m	testRejectsUnexpectedTopLevelField	true
unit_tests\test_ConfigLoader.m	testAcceptsGroundSystemsTopLevelField	struct
unit_tests\test_ConfigLoader.m	testRejectsMissingIntegratorBackend	rmfield
unit_tests\test_ConfigLoader.m	testRejectsMissingIntegratorDiagnostics	rmfield
unit_tests\test_ConfigLoader.m	testAcceptsOptionalCoreDiagnosticsFlagWhenBoolean	struct
unit_tests\test_ConfigLoader.m	testAcceptsOptionalCoreDiagnosticsFlagWhenBoolean	true
unit_tests\test_ConfigLoader.m	testRejectsNonBooleanCoreDiagnosticsFlag	struct
unit_tests\test_ConfigLoader.m	testValidateConfigPathRejectsMissingFile	fullfile
unit_tests\test_ConfigLoader.m	testRejectsNonPositiveAttitudeControllerMaxTorqueAtConfigBoundary	struct
unit_tests\test_ConfigLoader.m	testAcceptsPositiveAttitudeControllerMaxTorqueAtConfigBoundary	struct
unit_tests\test_ConfigLoader.m	testRejectsEnabledAttitudeControllerWithoutAttitudeSensor	struct
unit_tests\test_ConfigLoader.m	testAcceptsDisabledAttitudeControllerWithoutAttitudeSensor	struct
unit_tests\test_ConfigLoader.m	testAcceptsDisabledAttitudeControllerWithoutAttitudeSensor	false
unit_tests\test_ConfigLoader.m	testCanonicalUnitTestConfigLoadsAfterSoftwareBoundaryValidation	localLoadCanonicalTestConfig
unit_tests\test_ConfigLoader.m	testCanonicalUnitTestConfigLoadsAfterSoftwareBoundaryValidation	isfield
unit_tests\test_ConfigLoader.m	testRejectsLegacyTopLevelMassInertiaAndCenterOfGravity	struct
unit_tests\test_ConfigLoader.m	testRejectsPhysicalComponentsWithMultipleRoots	struct
unit_tests\test_ConfigLoader.m	testRejectsThrusterMountedComponentIdOutsideCanonicalComponentSet	struct
unit_tests\test_ConfigLoader.m	testRejectsThrusterMountedComponentIdOutsideCanonicalComponentSet	true
unit_tests\test_ConfigLoader.m	testRejectsLegacyDvControllerMassFieldAtConfigBoundary	struct
unit_tests\test_ConfigLoader.m	testRejectsLegacySharedSoftwareDt	struct
unit_tests\test_ConfigLoader.m	testRejectsUnexpectedSoftwareField	struct
unit_tests\test_ConfigLoader.m	testRejectsUnexpectedSoftwareField	true
unit_tests\test_ConfigLoader.m	testAcceptsGnssReceiverPositiveDtAtConfigBoundary	struct
unit_tests\test_ConfigLoader.m	testRejectsGnssReceiverWithoutDtAtConfigBoundary	struct
unit_tests\test_ConfigLoader.m	testRejectsGnssReceiverWithNonPositiveDtAtConfigBoundary	struct
unit_tests\test_ConfigLoader.m	testAcceptsExplicitlyEmptySoftwareSection	struct
unit_tests\test_ConfigLoader.m	testRejectsMissingHdf5ChunkSize	rmfield
unit_tests\test_ConfigLoader.m	testRejectsMissingAttitudeErrorIncreaseThreshold	struct
unit_tests\test_ConfigLoader.m	testRejectsThrusterSubsystemWithoutThrusterDynamicsFields	struct
unit_tests\test_ConfigLoader.m	testRejectsThrusterSubsystemWithoutThrusterDynamicsFields	true
unit_tests\test_ConfigLoader.m	makeValidConfig	struct
unit_tests\test_ConfigLoader.m	getSatellite	iscell
unit_tests\test_ConfigLoader.m	makeAllocationConfig	struct
unit_tests\test_ConfigLoader.m	makePhysicalComponents	struct
unit_tests\test_ConfigLoader.m	localLoadCanonicalTestConfig	fullfile
unit_tests\test_Constants.m	testDeprecatedSafeMathMethodsRemoved	methods
unit_tests\test_Constants.m	testDeprecatedSafeMathMethodsRemoved	ismember
unit_tests\test_Constants.m	testSafeQuaternionNormNormal	norm
unit_tests\test_Constants.m	testRootBodyDofIsInt32Six	int32
unit_tests\test_Constants_T5_issue274.m	testDefaultIntegrationDtMatchesLegacy	Integrator
unit_tests\test_ContractCompliance.m	testSensorsSatisfySensorContract	numel
unit_tests\test_ContractCompliance.m	testSensorsSatisfySensorContract	isstruct
unit_tests\test_ContractCompliance.m	testSensorsSatisfySensorContract	sprintf
unit_tests\test_ContractCompliance.m	testSensorsSatisfySensorContract	class
unit_tests\test_ContractCompliance.m	testSensorsSatisfySensorContract	isa
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	numel
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	isstruct
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	sprintf
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	class
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	ischar
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	isempty
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	isstring
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	isscalar
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	strlength
unit_tests\test_ContractCompliance.m	testSoftwareSatisfySoftwareContract	isa
unit_tests\test_ContractCompliance.m	testSubsystemsSatisfySubsystemContract	numel
unit_tests\test_ContractCompliance.m	testSubsystemsSatisfySubsystemContract	isstruct
unit_tests\test_ContractCompliance.m	testSubsystemsSatisfySubsystemContract	sprintf
unit_tests\test_ContractCompliance.m	testSubsystemsSatisfySubsystemContract	class
unit_tests\test_ContractCompliance.m	testSubsystemsSatisfySubsystemContract	isa
unit_tests\test_ContractCompliance.m	testSubsystemsSatisfySubsystemContract	iscell
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	numel
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	isstruct
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	sprintf
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	class
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	any
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	isnan
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	isinf
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	isempty
unit_tests\test_ContractCompliance.m	testForceModelsSatisfyForceModelContract	fieldnames
unit_tests\test_ContractCompliance.m	testAttitudeSensorRejectsInvalidConfig	struct
unit_tests\test_ContractCompliance.m	testAttitudeSensorRejectsInvalidConfig	AttitudeSensor
unit_tests\test_ContractCompliance.m	testNavBoxRejectsInvalidStateErrorCommand	NavBox
unit_tests\test_ContractCompliance.m	testNavBoxRejectsInvalidStateErrorCommand	struct
unit_tests\test_ContractCompliance.m	sensorSpecs	struct
unit_tests\test_ContractCompliance.m	sensorSpecs	NavBox
unit_tests\test_ContractCompliance.m	sensorSpecs	Accelerometer
unit_tests\test_ContractCompliance.m	sensorSpecs	AttitudeSensor
unit_tests\test_ContractCompliance.m	sensorSpecs	GnssReceiverBox
unit_tests\test_ContractCompliance.m	sensorSpecs	int32
unit_tests\test_ContractCompliance.m	softwareSpecs	struct
unit_tests\test_ContractCompliance.m	softwareSpecs	zeros
unit_tests\test_ContractCompliance.m	softwareSpecs	AttitudeController
unit_tests\test_ContractCompliance.m	softwareSpecs	MissionTimelineSoftware
unit_tests\test_ContractCompliance.m	softwareSpecs	SolarArrayController
unit_tests\test_ContractCompliance.m	softwareSpecs	true
unit_tests\test_ContractCompliance.m	softwareSpecs	inf
unit_tests\test_ContractCompliance.m	subsystemSpecs	empty_subsystem_feedback
unit_tests\test_ContractCompliance.m	subsystemSpecs	struct
unit_tests\test_ContractCompliance.m	subsystemSpecs	int32
unit_tests\test_ContractCompliance.m	subsystemSpecs	eye
unit_tests\test_ContractCompliance.m	subsystemSpecs	SolarArray
unit_tests\test_ContractCompliance.m	subsystemSpecs	DummyThrusterSubsystem
unit_tests\test_ContractCompliance.m	subsystemSpecs	zeros
unit_tests\test_ContractCompliance.m	forceModelSpecs	eye
unit_tests\test_ContractCompliance.m	forceModelSpecs	int32
unit_tests\test_ContractCompliance.m	forceModelSpecs	struct
unit_tests\test_ContractCompliance.m	forceModelSpecs	DragExpModel
unit_tests\test_ContractCompliance.m	forceModelSpecs	KeplerModel
unit_tests\test_ContractCompliance.m	forceModelSpecs	SimpleGravityModel
unit_tests\test_ContractCompliance.m	verifyRequiredMethods	class
unit_tests\test_ContractCompliance.m	verifyRequiredMethods	numel
